P_max,Omega_1,Omega_2,Mu_plus,Mu_minus,Gamma_e,Delta_1,Delta_2,number_of_fails,CompTime
0,0.1203712333583598,12.303593563074102,10.820011514663214,-0.1926627833681711,-0.3769831188082245,5.0,4.0,4.0,0.0,648.211522102356
1,0.1222441701689758,12.048668934117542,10.76332151613884,-0.1962457979637148,-0.3816667799067784,5.0,4.0,3.84,1.0,1584.461173772812
2,0.1241548512888049,11.796804231290055,10.70406508169497,-0.1999242449230455,-0.386471080138927,5.0,4.0,3.68,1.0,2091.371838092804
3,0.1261028429820691,11.547968959287962,10.642131904822172,-0.203698602883895,-0.3913992837629622,5.0,4.0,3.5200000000000005,0.0,1469.0768451690674
4,0.1280874948704397,11.30257738292732,10.577424992538758,-0.2075656864678824,-0.3964453595654379,5.0,4.0,3.3600000000000003,0.0,592.9378490447998
5,0.1301079119953358,11.06074829763101,10.509929990773545,-0.2115280155992694,-0.4016073855194078,5.0,4.0,3.2,1.0,942.5200531482697
6,0.1321629249039953,10.822619186289726,10.439494664520296,-0.2155791376099083,-0.4068815494865371,5.0,4.0,3.04,0.0,623.1365287303925
7,0.134251057938864,10.588505663835,10.366102132097126,-0.2197208612765498,-0.4122639672574915,5.0,4.0,2.88,0.0,775.5409421920776
8,0.1363704960166036,10.35861511012126,10.289763059914858,-0.2239462608885682,-0.4177433877503798,5.0,4.0,2.72,1.0,900.5488722324371
9,0.1385190507625126,10.133080594873704,10.21028423146849,-0.2282556663559621,-0.423318829124252,5.0,4.0,2.5600000000000005,0.0,1778.5954082012177
10,0.140694123147898,9.912240147244963,10.127865851954764,-0.2326341014902742,-0.4289688732878309,5.0,4.0,2.4000000000000004,0.0,1799.8124794960022
11,0.1428926736072234,9.69633652701562,10.04225415289535,-0.2370824250998574,-0.4346902557689793,5.0,4.0,2.24,0.0,704.573294878006
12,0.1451111833555939,9.485559439222904,9.953592344626042,-0.241590412785811,-0.4404652155659457,5.0,4.0,2.08,0.0,616.7325432300568
13,0.1473456251332517,9.280233926423731,9.861827942247851,-0.2461477923740376,-0.4462784833214182,5.0,4.0,1.92,0.0,714.0508143901825
14,0.149591434314024,9.080516539518968,9.767046425021226,-0.2507409814015675,-0.4521079312850959,5.0,4.0,1.7599999999999998,0.0,797.6614258289337
15,0.1518434851729798,8.88665148861783,9.669248034331437,-0.2553609796022145,-0.4579370724500465,5.0,4.0,1.6000000000000003,1.0,1577.0360655784607
16,0.1540960733452892,8.698994364349984,9.568487997730532,-0.2599909542376435,-0.4637376700856841,5.0,4.0,1.4400000000000004,0.0,1456.1641445159912
17,0.1563429060050593,8.517606587159442,9.46491379175021,-0.2646144249682897,-0.4694883015995865,5.0,4.0,1.2800000000000002,0.0,1995.386358499527
18,0.1585771012692401,8.342881173219457,9.358681042174736,-0.269213430337241,-0.4751562211055211,5.0,4.0,1.12,0.0,691.3256225585938
19,0.160791198226139,8.17489248783394,9.249815361173528,-0.2737734735404993,-0.480718693835433,5.0,4.0,0.96,0.0,551.1638035774231
20,0.162977178614805,8.013866677571457,9.13848598808288,-0.2782688876287649,-0.4861387204627608,5.0,4.0,0.7999999999999998,0.0,528.9267101287842
21,0.165126500948102,7.85996300584057,9.02509140812543,-0.2826835079050281,-0.4913873822020356,5.0,4.0,0.6399999999999997,0.0,693.306802034378
22,0.1672301471730494,7.713257793338002,8.909682888383877,-0.286996473493303,-0.4964371365854537,5.0,4.0,0.4800000000000004,0.0,828.26313996315
23,0.1692786815142735,7.573873985187585,8.792564839218777,-0.2911825378006475,-0.5012500715559325,5.0,4.0,0.3200000000000003,0.0,1441.189078092575
24,0.1712623203676177,7.441954432787753,8.67405240522195,-0.2952233865314374,-0.5057962325541725,5.0,4.0,0.1600000000000001,0.0,1694.0378575325012
25,0.1731710115833508,7.317430753365867,8.554447148704945,-0.2991000400216729,-0.5100496656422858,5.0,4.0,0.0,0.0,680.4857745170593
26,0.1749945209092124,7.200350466682378,8.43405650439098,-0.3027949193345232,-0.5139851981164488,5.0,4.0,-0.1600000000000001,0.0,493.3298616409302
27,0.1767225231091249,7.0907580512098285,8.313339573442903,-0.3062814960378451,-0.5175714070349205,5.0,4.0,-0.3199999999999998,0.0,881.2388098239899
28,0.1783446950881334,6.988462977841375,8.192564147861773,-0.3095514342737833,-0.5207923223645667,5.0,4.0,-0.48,0.0,821.1957523822784
29,0.1798508088335727,6.893674616402551,8.072284235398818,-0.3125827252446548,-0.523624492484353,5.0,4.0,-0.6400000000000001,0.0,618.6414678096771
30,0.1812308223263274,6.80603761410633,7.952880347959677,-0.3153684007388885,-0.5260604138417561,5.0,4.0,-0.7999999999999998,0.0,1269.896799325943
31,0.182474967675973,6.725788044012498,7.834821374565823,-0.317888979886276,-0.5280784823209128,5.0,4.0,-0.96,0.0,1647.7027134895325
32,0.1835738366489947,6.652811871687502,7.7186900480747775,-0.3201367036901898,-0.5296760757664555,5.0,4.0,-1.12,0.0,662.083954334259
33,0.1845184651734263,6.586976171583771,7.60499426299722,-0.3220989320206116,-0.5308414164414313,5.0,4.0,-1.2799999999999998,0.0,579.59911942482
34,0.1853004193585814,6.52858574790138,7.494212461558646,-0.3237610830634714,-0.53156924367877,5.0,4.0,-1.44,0.0,616.7109878063202
35,0.1859118868215287,6.477493656960816,7.387019350537784,-0.325114717907654,-0.5318549706665019,5.0,4.0,-1.6,0.0,764.173713684082
36,0.186345777512758,6.434221176454411,7.284125671453231,-0.3261400970448241,-0.5316866619901078,5.0,4.0,-1.7599999999999998,0.0,850.8679146766663
