Gamma1,Gamma2,N,t1,t2,covering,svd calculation time,entropy,max_Schmidt
100.0,1.0,32768.0,-13.922371550061406,-12.3485381372613,0.9999999991115665,6206.812591552734,8.058601364695507,0.03441799253973415
5623.41325190349,1.0,32768.0,-9.012679813504182,-8.307833301424942,0.9999949695105573,6212.179482936859,12.789503871140456,0.0009459508048548675
