P_max,Omega_1,Omega_2,Mu,Gamma_e,Delta_1,Delta_2,number_of_fails,ComputTime
389,0.07422789148291532,4.917428044722149,5.453665351342346,0.6138595991233473,0.5,-2.08,-1.6,0.0,350.80187463760376
467,0.07627412915906623,4.902361677937407,5.18359616036651,0.6223624616375248,0.5,-2.08,-1.44,0.0,314.13180208206177
539,0.0783566001503522,4.886258370920313,4.9308117868606125,0.6292773761826322,0.5,-2.08,-1.2799999999999998,0.0,278.0297017097473
4,0.08045706970437366,4.865966183373166,4.685106820948056,0.6369458980872114,0.5,-2.08,-1.12,0.0,297.48809909820557
100,0.0825496376337648,4.842437080204245,4.449542867587972,0.6454732114871695,0.5,-2.08,-0.96,0.0,296.73965430259705
170,0.08460075732419978,4.8122049794640205,4.231133318187222,0.6524349701444467,0.5,-2.08,-0.7999999999999998,0.0,299.13961267471313
244,0.0865684718790244,4.77760577777707,4.034503811954991,0.6582283934860393,0.5,-2.08,-0.6400000000000001,0.0,309.603586435318
318,0.08840262043079954,4.737508628467266,3.8581768444650018,0.6628753952919746,0.5,-2.08,-0.48,0.0,308.92816138267517
380,0.0900479438630695,4.687739927815623,3.7097054787925123,0.6646038554886362,0.5,-2.08,-0.31999999999999984,0.0,273.33565616607666
443,0.09144751349083625,4.642839699758145,3.5945197313529347,0.6632308330986125,0.5,-2.08,-0.16000000000000014,0.0,265.6312565803528
13,0.0925507865254334,4.585428766125746,3.51072526008672,0.658403491871677,0.5,-2.08,0.0,0.0,316.6536419391632
93,0.09331879300574494,4.525942710093223,3.462262927924809,0.6491598622869987,0.5,-2.08,0.16000000000000014,0.0,256.4306778907776
154,0.09373070259553541,4.464628916351508,3.440459195065687,0.6377024345198414,0.5,-2.08,0.3200000000000003,0.0,275.8391399383545
221,0.09378380314410364,4.402897994893351,3.4539771046511385,0.6222642852048723,0.5,-2.08,0.4800000000000004,0.0,247.2768909931183
290,0.09349224583811722,4.3424683405539195,3.4894791421614046,0.6058560751128523,0.5,-2.08,0.6399999999999997,0.0,297.6280164718628
358,0.09288183640801898,4.2891789838172185,3.5482212890116176,0.5886339253146713,0.5,-2.08,0.7999999999999998,0.0,275.050509929657
418,0.09198523996571385,4.231851332009443,3.6245052497922448,0.5713730936482038,0.5,-2.08,0.96,0.0,258.09435391426086
5,0.09083801040284517,4.184676512326162,3.7164567153916543,0.555214384729125,0.5,-2.08,1.12,0.0,303.0324683189392
92,0.08947692023295117,4.146423685011496,3.829902129726757,0.5391880446510888,0.5,-2.08,1.2800000000000002,0.0,268.439635515213
165,0.08793790964369334,4.111379570091574,3.958889656158256,0.5239758563015717,0.5,-2.08,1.4400000000000004,0.0,314.8405930995941
242,0.08625515173668466,4.088188852592991,4.102027672497675,0.5107037630825577,0.5,-2.08,1.6000000000000005,0.0,313.5552897453308
319,0.08446145056781518,4.069811427168777,4.259860855953839,0.49916293674384826,0.5,-2.08,1.7599999999999998,0.0,313.8014464378357
390,0.08258742057888621,4.062119293629973,4.436615807454394,0.4883001656246104,0.5,-2.08,1.92,0.0,316.9143762588501
484,0.08066086524186614,4.062120306900894,4.62753252210562,0.4789258019162115,0.5,-2.08,2.08,0.0,381.2362947463989
15,0.07870653519765392,4.055373452023677,4.82803452301053,0.4707336330246724,0.5,-2.08,2.24,0.0,322.61971378326416
106,0.07674609341600382,4.0621194988699685,5.043989562910591,0.463936136512328,0.5,-2.08,2.4000000000000004,0.0,290.3766338825226
171,0.07479735410174451,4.068184470614319,5.274281579581877,0.4572380623816894,0.5,-2.08,2.5600000000000005,0.0,280.9903440475464
233,0.07287462859536739,4.078918486357807,5.515229353644461,0.45160702399610564,0.5,-2.08,2.7199999999999998,0.0,278.4131112098694
310,0.07098946005899635,4.09110269404605,5.764728641589171,0.44697572459128526,0.5,-2.08,2.88,0.0,311.1316764354706
377,0.06915044968328868,4.103962261639843,6.022012003291652,0.443330456648655,0.5,-2.08,3.04,0.0,282.6030023097992
461,0.06736365410228314,4.116955968653363,6.285545009189079,0.44063623651185024,0.5,-2.08,3.2,0.0,353.2149703502655
24,0.06563326196749555,4.131173540380572,6.558114964409739,0.4377262771807071,0.5,-2.08,3.3600000000000003,0.0,342.29776644706726
116,0.06396163558486737,4.146492829020778,6.838215645104845,0.43454592631396666,0.5,-2.08,3.5200000000000005,0.0,312.0974943637848
189,0.06234999001016551,4.15906411781725,7.118359607312336,0.4334922967106827,0.5,-2.08,3.6799999999999997,0.0,317.0371563434601
267,0.060798480512563806,4.1746787006181645,7.407377542109458,0.43095508693747364,0.5,-2.08,3.84,0.0,316.7883870601654
342,0.05930645374830511,4.187587900455911,7.697607871379715,0.4293410414806471,0.5,-2.08,4.0,0.0,321.23965072631836
470,0.0536721412997596,4.610596835999389,9.809881709841052,0.5639865622271145,0.5,-1.92,-4.0,1.0,548.1562852859497
556,0.05488368636099879,4.611280648276548,9.510141251381594,0.5663826662543914,0.5,-1.92,-3.84,0.0,342.3232138156891
45,0.056146488367601194,4.615352326322057,9.213496089235164,0.568513116239352,0.5,-1.92,-3.68,0.0,391.05374026298523
137,0.05746336594956762,4.617910830664018,8.911902582240838,0.5716601692129217,0.5,-1.92,-3.52,0.0,359.65433144569397
236,0.05883715217781158,4.61810104256277,8.608169355848375,0.5759462237442958,0.5,-1.92,-3.36,0.0,428.526469707489
321,0.060270759078076705,4.620333372489297,8.313249165224965,0.5786222580879973,0.5,-1.92,-3.2,0.0,350.8853406906128
411,0.06176694745517917,4.6205720908785075,8.01790604187929,0.5823921759620756,0.5,-1.92,-3.04,0.0,372.6673221588135
494,0.06332856740629944,4.6205900132551,7.716542579719071,0.5870116199042007,0.5,-1.92,-2.88,0.0,338.9763731956482
584,0.06495832623595962,4.617251063349707,7.422122164694027,0.5913899845912498,0.5,-1.92,-2.7199999999999998,0.0,363.6730341911316
493,0.06665882443593514,4.6206252151564735,7.129559754509799,0.595295531464598,0.5,-1.92,-2.56,0.0,312.1561734676361
586,0.06843176496118522,4.617049029657348,6.839501864529982,0.6002415147511868,0.5,-1.92,-2.4,0.0,377.0404770374298
683,0.0702788485018554,4.61552856248267,6.548875361009827,0.6059968234582733,0.5,-1.92,-2.24,0.0,367.23161482810974
771,0.07220026245911627,4.610896760721516,6.261762669152505,0.6112535531925712,0.5,-1.92,-2.08,0.0,341.27423191070557
867,0.07419518340254835,4.596117964190288,5.982922110892971,0.6175407925156544,0.5,-1.92,-1.92,0.0,327.740437746048
976,0.07626090141883338,4.599349641314072,5.700169752398418,0.6242823266124038,0.5,-1.92,-1.7599999999999998,0.0,353.871613740921
1088,0.07839181237552378,4.588357891440173,5.4294074075760275,0.6307255054579137,0.5,-1.92,-1.6,0.0,354.71090745925903
492,0.08057888903325076,4.57400181879524,5.163453349306679,0.6379082977100765,0.5,-1.92,-1.44,0.0,277.0898323059082
581,0.08280860601198581,4.559961439025244,4.908301151324336,0.6446177617554834,0.5,-1.92,-1.2799999999999998,0.0,356.0755224227905
652,0.08506145891192321,4.545220544698781,4.659448549246166,0.6519959222626391,0.5,-1.92,-1.12,0.0,285.14874601364136
717,0.0873107085929387,4.515722731481063,4.426315130569898,0.6591711290678033,0.5,-1.92,-0.96,0.0,265.69486117362976
790,0.08952082717067968,4.487394617055315,4.206763924351407,0.665964169311037,0.5,-1.92,-0.7999999999999998,0.0,250.03785800933838
874,0.09164703501950196,4.453904271839786,4.007441968489449,0.671466175894402,0.5,-1.92,-0.6400000000000001,0.0,289.4206039905548
973,0.09363572217192871,4.417456861125828,3.828649115221113,0.6758218066625326,0.5,-1.92,-0.48,0.0,320.59259700775146
503,0.09542609493340963,4.3700810494321995,3.6744100528528616,0.6781098486948816,0.5,-1.92,-0.31999999999999984,0.0,229.6248996257782
566,0.0969562526172935,4.320446968970444,3.555654181136843,0.676627852606267,0.5,-1.92,-0.16000000000000014,0.0,268.29185485839844
643,0.0981688939531306,4.267367474861434,3.468482287622951,0.6714727377837959,0.5,-1.92,0.0,0.0,308.43504905700684
709,0.09901909199083785,4.208782305873575,3.413416258667727,0.6629841744512275,0.5,-1.92,0.16000000000000014,0.0,253.33972477912903
787,0.09948075693528702,4.150850791313745,3.3887982057762844,0.6513088843429493,0.5,-1.92,0.3200000000000003,0.0,275.2887740135193
861,0.099547760134568,4.090012185449334,3.3952574695717734,0.6366994331623148,0.5,-1.92,0.4800000000000004,0.0,245.21236658096313
937,0.09923192722433109,4.0329322572838935,3.428805810676156,0.6202685350325758,0.5,-1.92,0.6399999999999997,0.0,245.4519805908203
511,0.09855964732654353,3.9790774792557473,3.4853614133549717,0.6030828616029127,0.5,-1.92,0.7999999999999998,0.0,269.35586047172546
594,0.0975656007853739,3.931966576366542,3.5628461072270343,0.5861277759863917,0.5,-1.92,0.96,0.0,302.52143383026123
666,0.09628893770607962,3.890620602597731,3.656406341580034,0.570324775265862,0.5,-1.92,1.12,0.0,282.9019248485565
733,0.0947721541459215,3.8571075608564653,3.7725650126496846,0.5547141361153973,0.5,-1.92,1.2800000000000002,0.0,273.9695634841919
812,0.09305713010443233,3.831521786780941,3.9076211864101795,0.5401478764159631,0.5,-1.92,1.4400000000000004,0.0,270.7544939517975
905,0.09118526102120562,3.812501402009082,4.057538835954384,0.5274449328763687,0.5,-1.92,1.6000000000000005,0.0,300.9761471748352
995,0.08919578124729158,3.8016900545203245,4.22323290431169,0.5165439592242703,0.5,-1.92,1.7599999999999998,0.0,280.92819356918335
508,0.08712509644639094,3.7969782114710444,4.408725402445993,0.5062566700196899,0.5,-1.92,1.92,0.0,248.43891620635986
589,0.08500578906615719,3.7974170046933544,4.60884708105694,0.49742578304661594,0.5,-1.92,2.08,0.0,306.0265486240387
657,0.08286620042979981,3.8019846528104853,4.822796987885973,0.4899228360064418,0.5,-1.92,2.24,0.0,280.3867015838623
725,0.08073002543082208,3.8095955247442204,5.049219575126617,0.4836242637607444,0.5,-1.92,2.4000000000000004,0.0,271.4709758758545
801,0.07861655290566881,3.820639028477487,5.291038649897393,0.4773420035132201,0.5,-1.92,2.5600000000000005,0.0,250.57056546211243
893,0.07654092723221166,3.831804693689534,5.538378156825522,0.47317546689714846,0.5,-1.92,2.7199999999999998,0.0,313.07433009147644
996,0.07451419005347622,3.8449438659161546,5.797901866294149,0.46885072383117,0.5,-1.92,2.88,0.0,303.77629375457764
513,0.07254448811815088,3.8586063721001413,6.064284325342843,0.4654555119054792,0.5,-1.92,3.04,0.0,258.6381380558014
603,0.07063713217136575,3.8703501427693396,6.3358500928298795,0.46296282963688173,0.5,-1.92,3.2,0.0,349.35015058517456
701,0.06879560532413402,3.8854274173998364,6.6158336080244435,0.4601866564162908,0.5,-1.92,3.3600000000000003,0.0,371.39315533638
775,0.06702136219328149,3.8992141184046725,6.899241576429489,0.45831564982872885,0.5,-1.92,3.5200000000000005,0.0,299.9469587802887
860,0.06531473554323476,3.9130076685085586,7.18794259622827,0.45611644890350866,0.5,-1.92,3.6799999999999997,0.0,277.6407597064972
950,0.06367507971009718,3.9254772974375367,7.478769516382592,0.45485090121252536,0.5,-1.92,3.84,0.0,304.0488886833191
1049,0.0621010654905316,3.9382996305262647,7.773355955038808,0.45326560388776727,0.5,-1.92,4.0,0.0,306.50184059143066
548,0.056677427112835244,4.2827248250300425,9.78845735302307,0.5862938650547524,0.5,-1.7599999999999998,-4.0,0.0,385.36867809295654
653,0.05796303767972836,4.283925448459616,9.488600707395495,0.5886127631374705,0.5,-1.7599999999999998,-3.84,0.0,404.6269471645355
785,0.05930356009059282,4.283013235759739,9.185757745232358,0.5920659688872465,0.5,-1.7599999999999998,-3.68,1.0,502.16837668418884
889,0.06070202485118463,4.287715282566722,8.88937367998037,0.5938690045052895,0.5,-1.7599999999999998,-3.52,0.0,336.199098110199
1000,0.062161470398149204,4.287636068135295,8.585555843489526,0.5981266492566696,0.5,-1.7599999999999998,-3.36,0.0,344.40587091445923
1107,0.06368495165513748,4.289525007575051,8.289563862112036,0.6007417780413518,0.5,-1.7599999999999998,-3.2,0.0,348.5252368450165
1214,0.06527581177698828,4.290963121031282,7.991227023992469,0.6043812725531454,0.5,-1.7599999999999998,-3.04,0.0,329.3086040019989
533,0.06693715659277735,4.290766734942931,7.696865691700389,0.6077078243238402,0.5,-1.7599999999999998,-2.88,0.0,306.6266894340515
617,0.0686718897427854,4.293756912708011,7.4015854175424405,0.6118343475365731,0.5,-1.7599999999999998,-2.7199999999999998,0.0,351.52737641334534
710,0.07048318174288024,4.290961719381492,7.108854499995066,0.615888086246883,0.5,-1.7599999999999998,-2.56,0.0,362.26002836227417
806,0.07237291872676462,4.2874828459706045,6.816845992982813,0.6207100202424101,0.5,-1.7599999999999998,-2.4,0.0,329.7497124671936
906,0.07434322089711345,4.282724668753057,6.5307562651382804,0.6251356960563768,0.5,-1.7599999999999998,-2.24,0.0,319.4276361465454
1015,0.0763946930020964,4.280932230577983,6.238068452066884,0.6316547791776219,0.5,-1.7599999999999998,-2.08,0.0,359.5945038795471
1114,0.07852684398704719,4.275658073944868,5.9600130291670705,0.6363476311654834,0.5,-1.7599999999999998,-1.92,0.0,316.3597569465637
538,0.0807369588616102,4.267406268153314,5.678242171627165,0.6431071258880271,0.5,-1.7599999999999998,-1.7599999999999998,0.0,293.1187376976013
615,0.08301962464518375,4.251852940603612,5.405745864924169,0.6493945299039692,0.5,-1.7599999999999998,-1.6,0.0,336.1793575286865
706,0.08536637302279439,4.247326205545288,5.141770643103541,0.6551554447265787,0.5,-1.7599999999999998,-1.44,0.0,339.7888493537903
779,0.08776286600442004,4.23138539648898,4.879533863687586,0.662838423247827,0.5,-1.7599999999999998,-1.2799999999999998,0.0,274.3338232040405
864,0.09018891085173612,4.212798211980229,4.629562575633704,0.6700476066226835,0.5,-1.7599999999999998,-1.12,0.0,274.3764371871948
947,0.09261664319196662,4.190177917989817,4.392946772217493,0.6768689869256304,0.5,-1.7599999999999998,-0.96,0.0,293.90534925460815
1040,0.09500801206983198,4.1629086722974975,4.170970720069166,0.6833576557357897,0.5,-1.7599999999999998,-0.7999999999999998,0.0,289.82434487342834
529,0.09731545732263333,4.129030404035625,3.969337096040453,0.6885328453505486,0.5,-1.7599999999999998,-0.6400000000000001,0.0,253.8379967212677
609,0.09948060285685892,4.093068831404746,3.787787300275107,0.6925509184958278,0.5,-1.7599999999999998,-0.48,0.0,329.7864179611206
692,0.10143732776837219,4.049492770889324,3.6362297359181324,0.6934928085231225,0.5,-1.7599999999999998,-0.31999999999999984,0.0,303.08151841163635
764,0.10311621000822531,4.001766475601469,3.5091420265094486,0.6926137319475716,0.5,-1.7599999999999998,-0.16000000000000014,0.0,271.7290360927582
833,0.10445224537443784,3.9485922528420745,3.419358822232721,0.6871295014854737,0.5,-1.7599999999999998,0.0,0.0,242.11760354042053
920,0.10539319607356812,3.892966782738922,3.356928753758293,0.679328651274041,0.5,-1.7599999999999998,0.16000000000000014,0.0,276.8178231716156
1004,0.1059058054188516,3.836300620916761,3.3301336929250986,0.6674710147810885,0.5,-1.7599999999999998,0.3200000000000003,0.0,269.257860660553
522,0.10597932763176408,3.780286213372942,3.330506792600417,0.6537473542307521,0.5,-1.7599999999999998,0.4800000000000004,0.0,223.94724106788635
588,0.10562413884638781,3.727467679902924,3.3627883395400975,0.6373606518078396,0.5,-1.7599999999999998,0.6399999999999997,0.0,258.97727394104004
651,0.10486581519472553,3.678904959498759,3.415228217844465,0.6213100200077386,0.5,-1.7599999999999998,0.7999999999999998,0.0,255.6488447189331
715,0.10374393589126184,3.634492857618114,3.492773161124531,0.6046515304769411,0.5,-1.7599999999999998,0.96,0.0,256.8644540309906
793,0.10230280001243264,3.602760266236215,3.59508564759315,0.5884265782154685,0.5,-1.7599999999999998,1.12,0.0,262.2332282066345
878,0.1005928151840025,3.575456202849545,3.715811261525274,0.5733874125560121,0.5,-1.7599999999999998,1.2800000000000002,0.0,295.9880609512329
969,0.09866494306963726,3.5544118249233025,3.8570799315324473,0.5594442450031389,0.5,-1.7599999999999998,1.4400000000000004,0.0,300.0315055847168
537,0.09656825401897766,3.544826241317327,4.009474783868157,0.5472349482360932,0.5,-1.7599999999999998,1.6000000000000005,0.0,266.35259079933167
604,0.09435067954863463,3.538863095423661,4.192888083456269,0.5373832344002943,0.5,-1.7599999999999998,1.7599999999999998,0.0,276.95157122612
681,0.09205537234146305,3.5392351368377275,4.389617824469567,0.5278036208035319,0.5,-1.7599999999999998,1.92,0.0,290.97501707077026
747,0.08971960792131786,3.543830770544773,4.6017085457229765,0.5196260148251395,0.5,-1.7599999999999998,2.08,0.0,256.61246943473816
826,0.08737497675552995,3.5516605202771325,4.827682696118595,0.5127051389707737,0.5,-1.7599999999999998,2.24,0.0,275.77287125587463
923,0.08504697996014572,3.5617463719904157,5.065927190528362,0.5069081905153625,0.5,-1.7599999999999998,2.4000000000000004,0.0,308.15800499916077
1013,0.08275595521581093,3.5747222173092092,5.318452709645612,0.5009973802802634,0.5,-1.7599999999999998,2.5600000000000005,0.0,299.04399514198303
544,0.08051623720092821,3.586727371846247,5.576184652513184,0.4971693006200892,0.5,-1.7599999999999998,2.7199999999999998,0.0,247.47925519943237
618,0.07833865095623234,3.6012405180629607,5.844854918957628,0.49307778287131654,0.5,-1.7599999999999998,2.88,0.0,311.1878294944763
698,0.07623024247619244,3.6142087347417364,6.11911571139513,0.4898523772356822,0.5,-1.7599999999999998,3.04,0.0,284.89036202430725
768,0.07419549484253969,3.6272939302011107,6.398322507989667,0.48749960677340176,0.5,-1.7599999999999998,3.2,0.0,264.8126926422119
848,0.07223647960845202,3.6394216407724738,6.681509534906325,0.4860399737469371,0.5,-1.7599999999999998,3.3600000000000003,0.0,284.993045091629
944,0.07035367949249692,3.6520436779301266,6.97024058138528,0.48422757507194003,0.5,-1.7599999999999998,3.5200000000000005,0.0,323.93387269973755
1051,0.0685465098470008,3.666609699863442,7.263777176704121,0.48204195037159747,0.5,-1.7599999999999998,3.6799999999999997,0.0,328.79243564605713
558,0.06681344911415477,3.6716450232690523,7.55530248562045,0.4820764059717308,0.5,-1.7599999999999998,3.84,0.0,307.8337368965149
634,0.06515241610695441,3.6869077651280704,7.854028069767898,0.48049802024356425,0.5,-1.7599999999999998,4.0,0.0,332.06919145584106
737,0.06001323577707624,3.9545356803418246,9.763280538653085,0.611750061539307,0.5,-1.6,-4.0,0.0,362.606153011322
836,0.06138195459672202,3.9563523964061558,9.462614457187495,0.6140261464062121,0.5,-1.6,-3.84,0.0,335.00981402397156
952,0.06280949476765983,3.957835078329877,9.162706540331268,0.6174182525123437,0.5,-1.6,-3.68,0.0,396.9846661090851
1068,0.06429920581068453,3.959552947992055,8.858423508240381,0.6191565395476777,0.5,-1.6,-3.52,0.0,357.82300662994385
1181,0.06585478917083629,3.958070156399864,8.558405950094812,0.6234862670754333,0.5,-1.6,-3.36,0.0,371.88899421691895
561,0.06747936769415713,3.9641839827336725,8.265091805290417,0.6244683006490819,0.5,-1.6,-3.2,0.0,316.98691415786743
631,0.0691767124566763,3.9619812424811656,7.967556029459017,0.6282344903568585,0.5,-1.6,-3.04,0.0,313.3703615665436
760,0.0709499065645027,3.96027741331788,7.666878599213879,0.6328647479937792,0.5,-1.6,-2.88,1.0,450.4025614261627
847,0.07280319279381545,3.961419568731287,7.375296736406385,0.6357158134003067,0.5,-1.6,-2.7199999999999998,0.0,299.27302980422974
926,0.07473907235775062,3.9605708662285815,7.082483203608656,0.639543791790099,0.5,-1.6,-2.56,0.0,260.6445903778076
1032,0.07676053620055691,3.958516468668728,6.7891294675854965,0.6442534110900511,0.5,-1.6,-2.4,0.0,351.38101863861084
1127,0.07887014760586795,3.95588282306725,6.5013445473638125,0.6485555350590737,0.5,-1.6,-2.24,0.0,283.34359192848206
550,0.08106838773594457,3.9519025434830315,6.213982612797297,0.6536563364535999,0.5,-1.6,-2.08,0.0,271.4458384513855
637,0.0833558870581883,3.9434200532582944,5.929166999649645,0.6595797901128875,0.5,-1.6,-1.92,0.0,366.9685904979706
748,0.08572988003870846,3.9368539538176686,5.650656618191309,0.6649374791448186,0.5,-1.6,-1.7599999999999998,0.0,395.5648045539856
834,0.08818527742119316,3.934025043073394,5.376332380912179,0.6711165164618367,0.5,-1.6,-1.6,0.0,295.59077882766724
928,0.0907136255839079,3.9182925265754056,5.105843807008869,0.6778341779515449,0.5,-1.6,-1.44,0.0,312.7630524635315
1033,0.09329976219154808,3.90659486068079,4.845427047068961,0.6840141950740611,0.5,-1.6,-1.2799999999999998,0.0,347.5763213634491
1138,0.09592379060537048,3.887724887796339,4.597869563551511,0.6898308930627475,0.5,-1.6,-1.12,0.0,306.1690390110016
555,0.09855518518215418,3.869202168528151,4.352410188653944,0.6962464830758051,0.5,-1.6,-0.96,0.0,283.2627441883087
620,0.10115476955752681,3.839820315695593,4.133689579354286,0.7025236602052161,0.5,-1.6,-0.7999999999999998,0.0,266.4183540344238
695,0.10367019936979789,3.808482069780661,3.92464103877518,0.7084399914045975,0.5,-1.6,-0.6400000000000001,0.0,273.39822125434875
774,0.10603813212432621,3.775535116422688,3.7403835687280926,0.7120237660308091,0.5,-1.6,-0.48,0.0,295.9738166332245
846,0.10818537599700911,3.730221624508535,3.5860474858944356,0.7125925763911098,0.5,-1.6,-0.31999999999999984,0.0,249.85154128074646
924,0.11003393445848621,3.6837342402106827,3.456444678049972,0.7113374229816622,0.5,-1.6,-0.16000000000000014,0.0,257.0192050933838
1010,0.11150864138686216,3.633223293009848,3.3596209093410296,0.706514442051041,0.5,-1.6,0.0,0.0,261.44273829460144
546,0.11254790790745027,3.580145872421963,3.2949602592586062,0.6984396779852844,0.5,-1.6,0.16000000000000014,0.0,245.725665807724
613,0.11310986726984734,3.5266137428512474,3.2621578226941326,0.6873860690196583,0.5,-1.6,0.3200000000000003,0.0,262.1977207660675
685,0.11317731214508836,3.4746078536577576,3.261282629277252,0.6736262230349899,0.5,-1.6,0.4800000000000004,0.0,271.15274262428284
752,0.11275920578195862,3.4235343082779766,3.2887454384707473,0.6582700782213353,0.5,-1.6,0.6399999999999997,0.0,260.88148307800293
827,0.11188278296885262,3.383746792949653,3.34694636599809,0.641589771390665,0.5,-1.6,0.7999999999999998,0.0,255.05873775482178
914,0.11059246539120926,3.3479619596914167,3.428267223866094,0.6254351574908615,0.5,-1.6,0.96,0.0,279.8525609970093
1003,0.10894204352276182,3.3190165625811305,3.5343057381788974,0.6097653042800972,0.5,-1.6,1.12,0.0,282.93914222717285
553,0.1069930375235874,3.300394458522471,3.6629799569934516,0.595527330605155,0.5,-1.6,1.2800000000000002,0.0,240.4954776763916
616,0.10480769404114973,3.2879462993170225,3.8142047239713612,0.5824620089981882,0.5,-1.6,1.4400000000000004,0.0,259.6151907444
705,0.10244680325755805,3.2820997290906373,3.984363709584045,0.5713698128267022,0.5,-1.6,1.6000000000000005,0.0,328.6938045024872
778,0.09996684073425643,3.282349945607791,4.176749664439762,0.5610057274505846,0.5,-1.6,1.7599999999999998,0.0,277.8527193069458
857,0.09741765891878172,3.287048319803999,4.386064379928033,0.5521450472414611,0.5,-1.6,1.92,0.0,259.8685998916626
948,0.09484150222060453,3.293873702189887,4.607111995250123,0.5457087298789948,0.5,-1.6,2.08,0.0,313.2928075790405
1036,0.09227285754288138,3.304017455323558,4.845437805834003,0.5393404005640264,0.5,-1.6,2.24,0.0,271.4380478858948
564,0.08973766755010142,3.3156467238693885,5.095312593252863,0.5339923857759761,0.5,-1.6,2.4000000000000004,0.0,279.26976346969604
650,0.08725584952244379,3.3300726156568308,5.3551795783745995,0.5295802303524937,0.5,-1.6,2.5600000000000005,0.0,334.9323215484619
732,0.08484143512773437,3.3420123811570512,5.625193714083958,0.5248235871147351,0.5,-1.6,2.7199999999999998,0.0,312.8588445186615
818,0.08250386879345883,3.3544296963686753,5.899059561366816,0.5221264592005713,0.5,-1.6,2.88,0.0,293.7145109176636
916,0.08024863058173248,3.365337419068207,6.177885394014222,0.5202849193252106,0.5,-1.6,3.04,0.0,315.0354495048523
1008,0.07807897497815232,3.378709881483374,6.463914255289644,0.5180486537191937,0.5,-1.6,3.2,0.0,299.61729764938354
1099,0.07599546700924027,3.3916488852522946,6.754668552872228,0.5153684242537351,0.5,-1.6,3.3600000000000003,0.0,295.2221574783325
577,0.07399777212537406,3.401947362986954,7.045910488619409,0.5148805905907383,0.5,-1.6,3.5200000000000005,0.0,310.83617901802063
660,0.07208374700599668,3.4085972796484283,7.339716675878519,0.5139870056059341,0.5,-1.6,3.6799999999999997,0.0,329.2116425037384
751,0.07025123914585904,3.4230268447386183,7.63874289296923,0.5127445353373887,0.5,-1.6,3.84,0.0,349.3734154701233
841,0.0684970762801721,3.433447107630024,7.9420985080916555,0.5111665928573073,0.5,-1.6,4.0,0.0,310.35493779182434
964,0.06372996894616319,3.6283966296510766,9.729560618808481,0.6418010740707718,0.5,-1.44,-4.0,0.0,405.12854528427124
1080,0.06519188822547399,3.6299560967712377,9.429573522556288,0.6440562412739457,0.5,-1.44,-3.84,0.0,364.9624750614166
1186,0.0667174368933648,3.6298499189548306,9.124877559110761,0.6474208818666911,0.5,-1.44,-3.68,0.0,342.2886607646942
579,0.06831023848924049,3.634580300351837,8.826823176800513,0.6489371920856113,0.5,-1.44,-3.52,0.0,310.61972641944885
673,0.06997406667238608,3.6328366961372316,8.527643986667584,0.6519281263997361,0.5,-1.44,-3.36,0.0,358.54248690605164
765,0.07171234234653776,3.634010137604629,8.230788162491855,0.6544301510589139,0.5,-1.44,-3.2,0.0,354.24400305747986
855,0.07352959111756667,3.634820859872497,7.9344019687879275,0.6566114454195005,0.5,-1.44,-3.04,0.0,323.9978723526001
961,0.07542953807809008,3.635568140931665,7.635275826951987,0.6610149392719464,0.5,-1.44,-2.88,0.0,344.3265974521637
1093,0.07741640068512529,3.6353846618773407,7.341123627476819,0.6638193970990176,0.5,-1.44,-2.7199999999999998,0.0,409.69220995903015
1189,0.07949349443140588,3.6327440865810217,7.0476255911563825,0.6676817245970732,0.5,-1.44,-2.56,0.0,309.9819960594177
571,0.08166422890424901,3.6303524959292215,6.7535826117085325,0.6723062858529186,0.5,-1.44,-2.4,0.0,296.591552734375
648,0.08393147338203345,3.6278594581562924,6.464133480203988,0.6764627163526278,0.5,-1.44,-2.24,0.0,301.41193652153015
743,0.08629688001060588,3.625137876841994,6.177518931770708,0.6800610483468503,0.5,-1.44,-2.08,0.0,355.93492221832275
830,0.08876111986380174,3.617673368330042,5.89633692094081,0.686089695716073,0.5,-1.44,-1.92,0.0,304.8995785713196
922,0.09132152221215886,3.6120535091850243,5.617179075208873,0.689906678834065,0.5,-1.44,-1.7599999999999998,0.0,290.24200892448425
1014,0.09397399222093812,3.6015070822439776,5.341321551220529,0.6956842408222941,0.5,-1.44,-1.6,0.0,304.2078654766083
1112,0.09670951399656456,3.593729317971457,5.068547392672469,0.7023003755760067,0.5,-1.44,-1.44,0.0,309.19699692726135
578,0.09951359881453153,3.578938898001672,4.806860636039481,0.7083237835185678,0.5,-1.44,-1.2799999999999998,0.0,279.65084290504456
654,0.10236452489068694,3.5639634761394565,4.556060694242079,0.7137893810564593,0.5,-1.44,-1.12,0.0,305.1161940097809
726,0.10523075793657576,3.5428538141258645,4.310295150198494,0.7211583181163228,0.5,-1.44,-0.96,0.0,295.61917781829834
810,0.10806958174228012,3.5182915963152555,4.086944167762562,0.7258042782825715,0.5,-1.44,-0.7999999999999998,0.0,279.51360511779785
895,0.11082474696999568,3.4877578890132668,3.875289209386514,0.7313467240408176,0.5,-1.44,-0.6400000000000001,0.0,286.5376527309418
981,0.11342635848201489,3.4534838645181063,3.688303507124398,0.7345361875585092,0.5,-1.44,-0.48,0.0,276.72598099708557
1078,0.11579250632850617,3.4124783260127085,3.5229083403188923,0.7367699751607684,0.5,-1.44,-0.31999999999999984,0.0,305.5733633041382
