Gamma1,Gamma2,N,t1,t2,covering,optimal covering calculation time,svd calculation time,entropy,max_Schmidt
0.001,1,32768,-13209.89984369684,-11.008249863082863,0.9998003052921786,2480.3730635643005,18885.943447113037,0.007074123739943022,0.9995137857885648
