Gamma1,Gamma2,N,t1,t2,covering,optimal covering calculation time,svd calculation time,entropy,max_Schmidt
1778.27941,1.0,16384.0,-7.577009656728444,-7.413014182447192,0.9999954824153074,466.47976875305176,2682.2320590019226,11.634818420832891,0.0026062088385260733
3162.27766,1.0,16384.0,-7.227995779310559,-6.692230127582997,0.999999210133329,536.3471841812134,2737.472615003586,12.050669454753855,0.0016059283594535428
5623.413252,1.0,16384.0,-8.201758878231011,-7.531069643497435,0.9999978708213102,501.18408465385437,2635.4572291374207,11.956885942788242,0.0016367742320871521
