P_max,Omega_1,Omega_2,Mu_plus,Gamma_e,Delta_1,Delta_2,number_of_fails,ComputTime
91,0.0959686197924533,8.57918530904012,7.655957775281919,0.1429410690770609,5.0,-3.84,2.4000000000000004,0.0,139.272629737854
92,0.0957709207630938,8.386887723759394,7.626624433181398,0.1407187078107716,5.0,-3.84,2.5600000000000005,0.0,191.6938834190369
93,0.0955288317238889,8.292226422985266,7.613580516881306,0.1395767586366431,5.0,-3.84,2.72,0.0,82.12791013717651
94,0.0952165722389928,8.254864576415148,7.649732491623006,0.1381101599675527,5.0,-3.84,2.88,2.0,368.6141064167023
95,0.0948403113570758,8.296161131016735,7.749039602065214,0.1364153300938734,5.0,-3.84,3.04,0.0,189.48635506629944
96,0.0943948538978114,7.926193786971876,7.616962737150208,0.1342923257970613,5.0,-3.84,3.2,0.0,100.74748730659483
97,0.0938953303445042,7.930168955406543,7.66604086704594,0.1331683399227876,5.0,-3.84,3.3600000000000003,0.0,175.08386707305908
98,0.0933310917192355,7.938851018193246,7.756365049964108,0.1319442840677873,5.0,-3.84,3.5200000000000005,0.0,207.8876531124115
99,0.0926979023329728,7.940759886468793,7.822910646499896,0.1307479709477547,5.0,-3.84,3.68,0.0,160.41587257385254
100,0.0920082565755982,7.915939418517533,7.93868291877412,0.1289256920655768,5.0,-3.84,3.84,0.0,156.70590496063232
101,0.0912734090443204,7.916984909366894,8.032963473654974,0.1278410757665562,5.0,-3.84,4.0,0.0,143.02160573005676
102,0.0693472499654008,11.101112662104187,12.8040991510904,0.1467888024260249,5.0,-3.68,-4.0,1.0,290.62322759628296
103,0.0703274660754314,11.13108195458452,12.393798023996204,0.1464259194623297,5.0,-3.68,-3.84,0.0,211.76560854911804
104,0.071333796648162,11.131095734128769,12.376171216142447,0.1465102819915126,5.0,-3.68,-3.68,1.0,335.4528908729553
105,0.0723331751292177,11.13109079170577,12.204753705558662,0.1476737350594422,5.0,-3.68,-3.52,0.0,160.21848702430725
106,0.0733376622179821,11.13109571151088,12.219158471509314,0.1464915786953619,5.0,-3.68,-3.36,0.0,200.3184733390808
107,0.0743372450332091,11.131095633014878,11.964661568497975,0.1474592571052594,5.0,-3.68,-3.2,0.0,130.30235815048218
108,0.0753469298718644,11.131095610150725,11.742956826875377,0.1478295940224872,5.0,-3.68,-3.04,0.0,132.91210103034973
109,0.0763631775849071,11.13109574395918,11.515742884677582,0.1484996245475378,5.0,-3.68,-2.88,0.0,160.55721783638
110,0.0773747767292444,11.131095744864542,11.274602838761602,0.1494352731362257,5.0,-3.68,-2.72,0.0,223.00139474868772
111,0.0784036651110421,11.131095747116015,11.044147333764013,0.1503317907008073,5.0,-3.68,-2.56,0.0,240.29291582107544
112,0.0794356651788125,11.131095742991928,10.82170483751179,0.1512600280298833,5.0,-3.68,-2.4,0.0,162.0735423564911
113,0.0804761281753396,11.131095502765104,10.59471001282278,0.1517626102858528,5.0,-3.68,-2.24,0.0,200.7947976589203
114,0.0815044922147026,11.131095746438582,10.42522077057209,0.1524123491686011,5.0,-3.68,-2.08,0.0,199.63293266296387
115,0.0825201110279465,11.13109571912666,10.220651251850876,0.1532670006188063,5.0,-3.68,-1.92,0.0,217.67608404159543
116,0.0835341414257892,11.131095512058664,10.028956703675297,0.154097967577014,5.0,-3.68,-1.7599999999999998,0.0,122.07800889015198
117,0.0845361455655147,11.131095737182356,9.851161575527565,0.1547169399704551,5.0,-3.68,-1.6,0.0,116.84846949577332
118,0.0855305737565041,11.131095745040335,9.685698928216626,0.1553087432611505,5.0,-3.68,-1.44,0.0,211.45517349243164
119,0.0864956329388557,11.131095742472551,9.524685573173638,0.1558947170859399,5.0,-3.68,-1.2799999999999998,0.0,152.26756143569946
120,0.0874364369367361,11.131095710524017,9.370370812720278,0.1564755769775904,5.0,-3.68,-1.12,1.0,271.7251710891724
121,0.088349128025897,11.13109570329544,9.22303183491784,0.1570425687797064,5.0,-3.68,-0.96,0.0,120.79740309715272
122,7.07335522592592e-07,1.3900096596473372,4.222589550089786,5.323598081583666,5.0,-3.68,-0.7999999999999998,0.0,124.92526578903198
123,0.0899968773756371,11.058652370849584,8.93909870708993,0.1580502377742066,5.0,-3.68,-0.6400000000000001,0.0,161.27102136611938
124,0.0908844738410309,11.11051165099596,8.853049458067161,0.1580117309905203,5.0,-3.68,-0.48,0.0,162.80522966384888
125,0.0916313598973024,10.466405776240585,8.661706181513072,0.1574889827594188,5.0,-3.68,-0.3199999999999998,0.0,116.42976427078248
126,0.0924037886380625,10.466405793122592,8.564869543887134,0.157541178555332,5.0,-3.68,-0.1600000000000001,0.0,182.1851372718811
127,0.0931280553739919,10.442128414755617,8.471086865298094,0.1575724660212754,5.0,-3.68,0.0,0.0,111.31314849853516
128,0.0938009399232687,10.308011755839017,8.365279059195865,0.1573845556108838,5.0,-3.68,0.1600000000000001,0.0,144.66503882408142
129,0.0944253109462845,10.266031306033948,8.28883144196315,0.1571217348389794,5.0,-3.68,0.3200000000000003,0.0,124.79319834709167
130,0.0949870781139841,10.266031078643422,8.235355231456058,0.1567270837376866,5.0,-3.68,0.4800000000000004,0.0,189.02293276786804
131,0.0955264917438715,9.830764727550353,8.058392123611739,0.1563915677583516,5.0,-3.68,0.6399999999999997,0.0,212.62331748008728
132,0.0960279586202665,9.646547866051474,7.995996285370797,0.1551023041005877,5.0,-3.68,0.7999999999999998,0.0,171.08882355690002
133,0.096452389915675,9.637166142654957,7.960386384209854,0.1544365840733032,5.0,-3.68,0.96,0.0,155.2349510192871
134,0.0968245803088541,9.422694307594362,7.87743872945186,0.1533422655205072,5.0,-3.68,1.12,0.0,150.56564378738403
135,0.0971263624234988,9.356430765168524,7.838222109623118,0.1524765880073314,5.0,-3.68,1.2800000000000002,1.0,257.9833242893219
136,0.0973513550520642,9.356430744441552,7.827722541966884,0.15163202897125,5.0,-3.68,1.4400000000000004,0.0,194.51302075386047
137,0.0975337438051668,8.637027453654717,7.569320708285314,0.1482882047029592,5.0,-3.68,1.6000000000000003,0.0,176.61065912246704
138,0.0976894400423515,8.624745465371184,7.573987370603557,0.1486900257998728,5.0,-3.68,1.7599999999999998,0.0,119.8102958202362
139,0.0977643004253753,8.63702684348989,7.586192494168754,0.1477265590495821,5.0,-3.68,1.92,1.0,311.7867407798767
140,0.0977551230030823,8.511893936876868,7.551542771170661,0.1463719302001799,5.0,-3.68,2.08,0.0,103.38094806671144
141,0.0976839829867318,8.386970557550491,7.532223075576386,0.1447525034414215,5.0,-3.68,2.24,0.0,172.97601294517517
142,0.0975456946119824,8.2821703900502,7.519956022791709,0.1432540955867598,5.0,-3.68,2.4000000000000004,0.0,177.75660681724548
143,0.0973330392796238,8.277097184345248,7.5318613924241955,0.1417790594304252,5.0,-3.68,2.5600000000000005,1.0,242.1426339149475
144,0.0970645248517571,7.927971083534704,7.454604141621289,0.1395107878339584,5.0,-3.68,2.72,0.0,203.33234310150144
145,0.0967015839726954,7.989885029673557,7.539440647235809,0.1379183884345488,5.0,-3.68,2.88,0.0,200.40973329544067
146,0.0962987072032523,7.925030427949233,7.490381520312257,0.1371131629414244,5.0,-3.68,3.04,0.0,123.02027368545532
147,0.0958080820390155,7.933791957540634,7.631575544867634,0.1362410749877662,5.0,-3.68,3.2,0.0,129.50915670394895
148,0.0952340313398014,7.554867408417697,7.516304601870996,0.1327009092756607,5.0,-3.68,3.3600000000000003,0.0,190.06250762939453
149,0.0945937289874785,7.416313170557029,7.505045532507712,0.1310783731577031,5.0,-3.68,3.5200000000000005,0.0,137.58865475654602
150,0.0939214255267037,7.314889703801166,7.457886331497357,0.1296583487976237,5.0,-3.68,3.68,1.0,322.2365086078644
151,0.0931840114823581,7.470744352499587,7.704026469270877,0.1288348863256194,5.0,-3.68,3.84,0.0,174.9596335887909
152,0.0924269085859903,7.554867217877995,7.880274269723669,0.1276294934332004,5.0,-3.68,4.0,0.0,189.77209734916687
153,0.0705844477022535,11.079477966310913,13.05443182479942,0.1451025118384376,5.0,-3.52,-4.0,1.0,349.1759431362152
154,0.0715678404387579,11.105550526725242,12.671884397859133,0.1463273136321987,5.0,-3.52,-3.84,0.0,180.12926363945007
155,0.0725610166262908,11.093662196792916,12.54177475492437,0.1465801356443983,5.0,-3.52,-3.68,0.0,182.75582647323608
156,0.0736226949123159,11.123249946338268,12.3105373629216,0.1467039815728296,5.0,-3.52,-3.52,1.0,307.3133716583252
157,0.0746284033094695,11.1232506186425,12.092148209191198,0.1472512728761839,5.0,-3.52,-3.36,0.0,201.692010641098
158,0.0756321518976056,11.123250619273044,11.834798688854876,0.148217464923535,5.0,-3.52,-3.2,1.0,298.6145479679108
159,0.0766590818357468,11.123250601322011,11.62073011813031,0.1485875854367074,5.0,-3.52,-3.04,0.0,220.0427839756012
160,0.0776926778613406,11.123250611829189,11.39481933931008,0.149253875021203,5.0,-3.52,-2.88,1.0,276.00715613365173
161,0.0786490326180706,11.068873764378353,11.200499959850966,0.1510186060749241,5.0,-3.52,-2.72,0.0,177.8547170162201
162,0.0797670604906586,11.123249066649784,10.95106678766598,0.1507959319163411,5.0,-3.52,-2.56,0.0,150.09748697280884
163,0.0808310724735679,11.123250619665626,10.730647377596018,0.1516676891258671,5.0,-3.52,-2.4,0.0,130.99482440948486
164,0.0818684440122715,11.123250618931788,10.51567641640126,0.1525418109148512,5.0,-3.52,-2.24,0.0,141.9874403476715
165,0.0829088408735036,11.123250614923975,10.3241105393651,0.1531629437891876,5.0,-3.52,-2.08,0.0,113.29135227203368
166,0.0838222791130845,11.04838585464086,10.160504486630185,0.1539122262986528,5.0,-3.52,-1.92,0.0,162.2048351764679
167,0.0849744811323902,11.12325038651784,9.945884950231909,0.1546257961912206,5.0,-3.52,-1.7599999999999998,0.0,184.9611165523529
168,0.0859835779124404,11.12325061598778,9.764768737724737,0.1554921408100291,5.0,-3.52,-1.6,0.0,141.59145641326904
169,0.0869766950492458,11.12324975502992,9.679026386685862,0.1567779980949345,5.0,-3.52,-1.44,0.0,208.45944356918332
170,0.0879443085472042,11.123250614399463,9.4429344762868,0.1566768610058376,5.0,-3.52,-1.2799999999999998,0.0,154.03402423858645
171,0.088892378326837,11.123250615183125,9.291189379837348,0.1572362179467851,5.0,-3.52,-1.12,0.0,174.87877011299133
172,0.0896904913873651,10.84850285009594,9.091765921078462,0.1581099157976444,5.0,-3.52,-0.96,0.0,115.74630856513976
173,0.090595990238164,10.848492864944928,8.972016504753245,0.1583142218399324,5.0,-3.52,-0.7999999999999998,1.0,247.9295871257782
174,0.0915309796093262,10.465347878724506,8.812612326288953,0.1580466666535068,5.0,-3.52,-0.6400000000000001,0.0,151.79491257667542
175,0.0923942462236667,10.465347875034205,8.695877817127077,0.1583578889708614,5.0,-3.52,-0.48,0.0,154.58090353012085
176,0.0932071085520934,10.434114344707464,8.592305795187311,0.158364265177715,5.0,-3.52,-0.3199999999999998,0.0,168.86866903305054
177,0.093979748417724,10.285684061060952,8.465352394839659,0.1584296353806687,5.0,-3.52,-0.1600000000000001,0.0,104.9061312675476
178,0.0947062190488767,10.273158708133725,8.38764535612243,0.1580087598197826,5.0,-3.52,0.0,0.0,241.54863333702087
179,0.095374261617421,10.273158944363342,8.301752919862032,0.1582830959285215,5.0,-3.52,0.1600000000000001,0.0,174.056378364563
180,0.0960377085047028,9.635256498366411,8.104073780289859,0.1572091536159267,5.0,-3.52,0.3200000000000003,0.0,121.66050744056702
181,0.0966246473003318,9.516786626242638,7.97423890177382,0.1573608117328728,5.0,-3.52,0.4800000000000004,0.0,141.6959125995636
182,0.0971971852065659,9.425570591362078,7.937237597663975,0.1562140887210439,5.0,-3.52,0.6399999999999997,0.0,153.2459099292755
183,0.0976935999554493,9.397001984656471,7.884807887516908,0.1557219474968938,5.0,-3.52,0.7999999999999998,0.0,107.85099720954896
184,0.0981207995593379,9.35548283451353,7.834721611885453,0.1551662109303261,5.0,-3.52,0.96,0.0,140.119371175766
185,0.0984696802846022,9.355483205623106,7.82023926227437,0.1543301410217087,5.0,-3.52,1.12,0.0,136.93539595603943
186,0.0987786501286951,8.577935425633779,7.542083959256383,0.1526157630558391,5.0,-3.52,1.2800000000000002,0.0,153.8847529888153
187,0.099065950745948,8.623856218976535,7.593070738869464,0.1516594140916315,5.0,-3.52,1.4400000000000004,0.0,194.31919240951535
188,0.0992621726776669,8.578004957854542,7.521197259747639,0.1508794160937506,5.0,-3.52,1.6000000000000003,0.0,142.71978449821472
189,0.0993733351009394,8.387051558258694,7.454681191938182,0.1493890423586681,5.0,-3.52,1.7599999999999998,0.0,150.8697156906128
190,0.0994288652077713,8.28533468674216,7.434281385106537,0.1478756632789755,5.0,-3.52,1.92,0.0,168.60672163963318
191,0.0994138084571027,8.273756381996055,7.444151487860209,0.1469423195414482,5.0,-3.52,2.08,0.0,195.48644018173215
192,0.0992960760968675,8.272870011935279,7.47062822658723,0.1457286338578912,5.0,-3.52,2.24,0.0,123.72615694999696
193,0.0991628442790088,7.932654458897421,7.367419115238231,0.1433653225583551,5.0,-3.52,2.4000000000000004,0.0,132.30780816078186
194,0.0989118921408789,7.902867344903438,7.470257956161599,0.1429066651050284,5.0,-3.52,2.5600000000000005,0.0,120.11202311515808
195,0.098594961520384,7.593010523282517,7.2876965228815695,0.1396759734325891,5.0,-3.52,2.72,0.0,128.11575293540955
196,0.0982163390212205,7.598803383910472,7.343189409659944,0.1385286210461995,5.0,-3.52,2.88,0.0,91.24783205986024
197,0.0977545490332142,7.557592015106472,7.404337303132497,0.1373260899556139,5.0,-3.52,3.04,0.0,147.69079756736755
198,0.0972145112235741,7.557591978384277,7.453860395465448,0.1357368275414767,5.0,-3.52,3.2,0.0,174.76769375801086
199,0.096604793644183,7.5575914656132035,7.5306190276679486,0.1344791593751603,5.0,-3.52,3.3600000000000003,0.0,148.6633198261261
200,0.0959314729337616,7.311916797734132,7.508132593746689,0.1327063617792946,5.0,-3.52,3.5200000000000005,0.0,179.1193437576294
201,0.0951842072611792,7.259329236853503,7.550475672670078,0.1304059409481137,5.0,-3.52,3.68,1.0,352.5069079399109
202,0.0943883480045805,7.290095422181615,7.616357286010562,0.1298468277549652,5.0,-3.52,3.84,0.0,174.98626327514648
203,0.0935388090207373,7.259266658021328,7.749318811605343,0.1281152035933602,5.0,-3.52,4.0,0.0,177.15893244743347
204,0.0718063671551748,11.098034361358586,12.835927865868662,0.1460404246133375,5.0,-3.36,-4.0,0.0,197.75089049339292
205,0.0728078415062779,11.110052185242337,12.568009168296784,0.1461760843209982,5.0,-3.36,-3.84,0.0,149.94769859313965
206,0.0356864967167124,3.765432892562998,27.4717305070168,0.0912478907372784,5.0,-3.36,-3.68,0.0,142.25123143196106
207,0.0748674359798923,11.115305222102783,12.210717307550038,0.1470780515154534,5.0,-3.36,-3.52,0.0,197.0538763999939
208,0.0758879445735556,11.110482256139385,11.978171590692956,0.1477014213615367,5.0,-3.36,-3.36,0.0,170.83333683013916
209,0.0769271111692414,11.11530534040783,11.72924112400409,0.1486684499528569,5.0,-3.36,-3.2,0.0,153.8658423423767
210,0.0779697118559837,11.11530533106929,11.501613879371856,0.1493323782807478,5.0,-3.36,-3.04,1.0,310.5092661380768
211,0.0789634145479074,11.07660152871098,11.38576586115802,0.151503371444069,5.0,-3.36,-2.88,0.0,177.21002388000488
212,0.0800761324814961,11.115305342327677,11.050473869095452,0.1508638244664429,5.0,-3.36,-2.72,0.0,227.844352722168
213,0.0811339494247983,11.115300518829583,10.869271186031426,0.1515712170028533,5.0,-3.36,-2.56,1.0,248.03897166252136
214,0.0821156480832123,11.107524363960328,10.668197603027444,0.1529699078815449,5.0,-3.36,-2.4,0.0,172.31055212020874
215,0.0832599973103871,11.115305339347913,10.418049409994868,0.1532804737532711,5.0,-3.36,-2.24,0.0,231.0230708122253
216,0.0843107061706534,11.11530518327308,10.229087382677424,0.1538988519708456,5.0,-3.36,-2.08,0.0,199.2658178806305
217,0.0853530124376932,11.115305341835938,10.03045717662173,0.1548051186689338,5.0,-3.36,-1.92,0.0,185.8390257358551
