Gamma1,Gamma2,N,t1,t2,covering,svd calculation time,entropy,max_Schmidt
5623.41325190349,1.0,65536.0,-9.012679813504182,-8.307833301424942,0.9999949695105572,21621.91687178612,13.327427181813803,0.0007345913246034
